order_id,seller_id,order_date,total_amount
Or7557,S337,2022-01-11,224.49
Or7558,S891,2023-11-12,345.07
Or7559,S387,2020-06-15,486.98
Or7560,S737,2021-04-11,46.25
Or7561,S242,2023-04-23,96.14
Or7562,S186,2023-04-03,86.55
Or7563,S882,2021-05-22,19.8
Or7564,S667,2021-10-19,49.98
Or7565,S87,2024-12-01,175.97
Or7566,S228,2023-08-21,218.22
Or7567,S506,2022-08-23,303.58
Or7568,S127,2022-05-26,159.53
Or7569,S772,2023-09-12,337.82
Or7570,S93,2020-12-09,267.69
Or7571,S897,2021-07-05,325.68
Or7572,S331,2023-10-18,147.45
Or7573,S895,2023-01-23,20.89
Or7574,S190,2022-08-29,422.12
Or7575,S313,2021-05-04,36.82
Or7576,S901,2025-05-15,264.17
Or7577,S462,2022-04-04,240.03
Or7578,S65,2020-07-08,212.01
Or7579,S738,2025-03-21,132.86
Or7580,S116,2020-11-14,262.38
Or7581,S232,2024-04-10,434.13
Or7582,S438,2024-01-10,246.01
Or7583,S221,2023-05-09,112.65
Or7584,S914,2023-07-13,144.44
Or7585,S747,2024-06-15,280.5
Or7586,S636,2022-03-07,334.2
Or7587,S865,2023-12-26,41.9
Or7588,S872,2022-05-28,286.89
Or7589,S748,2023-09-16,372.27
Or7590,S968,2021-02-12,234.54
Or7591,S850,2022-05-18,490.67
Or7592,S742,2021-08-03,321.32
Or7593,S555,2023-12-05,339.7
Or7594,S834,2022-12-12,317.94
Or7595,S960,2021-03-01,259.36
Or7596,S803,2025-01-20,280.65
Or7597,S929,2025-04-19,199.96
Or7598,S482,2024-09-08,168.15
Or7599,S177,2022-05-27,181.48
Or7600,S785,2023-01-20,331.77
Or7601,S623,2024-12-23,382.58
Or7602,S215,2023-03-16,467.65
Or7603,S99,2024-09-17,23.39
Or7604,S591,2025-03-30,29.44
Or7605,S311,2023-01-13,97.92
Or7606,S534,2024-06-14,266.78
Or7607,S123,2024-12-27,207.66
Or7608,S839,2023-03-19,389.15
Or7609,S508,2020-07-26,224.6
Or7610,S364,2024-02-06,275.83
Or7611,S855,2023-06-20,146.36
Or7612,S35,2023-12-30,269.9
Or7613,S867,2024-10-04,91.8
Or7614,S395,2021-09-01,51.34
Or7615,S861,2023-10-01,81.97
Or7616,S305,2022-09-06,62.26
Or7617,S729,2024-12-05,451.07
Or7618,S215,2024-04-02,158.96
Or7619,S21,2025-04-11,227.98
Or7620,S807,2025-04-28,23.08
Or7621,S570,2024-08-24,499.41
Or7622,S351,2025-04-07,356.48
Or7623,S555,2021-09-12,466.14
Or7624,S789,2023-01-12,489.77
Or7625,S607,2022-08-21,25.9
Or7626,S602,2024-08-01,269.11
Or7627,S429,2021-09-18,291.19
Or7628,S57,2022-11-07,332.05
Or7629,S42,2024-07-15,162.63
Or7630,S139,2020-08-21,157.6
Or7631,S791,2022-05-15,473.53
Or7632,S105,2024-12-26,420.23
Or7633,S856,2023-08-07,33.07
Or7634,S920,2020-11-03,422.59
Or7635,S654,2020-07-17,398.78
Or7636,S281,2022-06-30,55.63
Or7637,S743,2024-09-23,60.76
Or7638,S882,2025-03-09,243.5
Or7639,S75,2024-01-30,436.45
Or7640,S815,2024-07-14,135.2
Or7641,S957,2024-06-21,496.18
Or7642,S639,2023-05-23,464.81
Or7643,S2,2021-07-04,480.09
Or7644,S672,2020-12-22,242.08
Or7645,S930,2024-04-13,194.12
Or7646,S295,2023-06-05,349.37
Or7647,S344,2024-05-03,101.91
Or7648,S492,2021-05-26,370.24
Or7649,S846,2021-12-09,21.69
Or7650,S580,2023-11-18,274.48
Or7651,S259,2023-04-16,401.72
Or7652,S704,2021-02-18,267.45
Or7653,S116,2024-10-19,257.32
Or7654,S149,2023-06-24,140.39
Or7655,S238,2021-09-05,74.1
Or7656,S600,2021-08-22,116.45
Or7657,S882,2025-06-03,53.31
Or7658,S26,2021-12-13,301.37
Or7659,S808,2024-02-05,264.17
Or7660,S320,2025-01-19,234.49
Or7661,S149,2023-10-01,219.13
Or7662,S5,2023-11-23,241.93
Or7663,S775,2020-06-26,69.13
Or7664,S926,2023-02-21,186.88
Or7665,S316,2024-04-10,40.88
Or7666,S336,2024-11-09,197.47
Or7667,S901,2021-03-28,207.82
Or7668,S729,2023-04-09,427.76
Or7669,S158,2023-10-30,161.29
Or7670,S619,2024-04-18,267.53
Or7671,S428,2022-08-04,478.66
Or7672,S633,2025-03-29,401.31
Or7673,S222,2021-09-23,327.81
Or7674,S400,2021-06-14,313.37
Or7675,S677,2024-04-17,321.11
Or7676,S825,2021-08-10,494.95
Or7677,S947,2024-05-03,372.58
Or7678,S659,2025-06-03,279.43
Or7679,S757,2021-06-05,267.19
Or7680,S550,2020-12-10,23.82
Or7681,S56,2024-09-30,139.82
Or7682,S6,2022-12-23,153.15
Or7683,S739,2020-12-15,14.3
Or7684,S281,2020-09-19,232.46
Or7685,S214,2025-03-19,351.57
Or7686,S726,2020-08-18,440.19
Or7687,S858,2020-07-11,254.07
Or7688,S214,2023-08-07,385.33
Or7689,S287,2022-02-26,417.59
Or7690,S766,2025-01-11,146.28
Or7691,S709,2022-07-22,246.66
Or7692,S672,2021-10-22,276.04
Or7693,S503,2021-02-20,466.11
Or7694,S833,2022-07-17,157.72
Or7695,S929,2023-08-21,381.61
Or7696,S511,2023-07-01,299.38
Or7697,S242,2022-03-14,36.35
Or7698,S873,2021-01-26,302.67
Or7699,S600,2021-05-10,456.83
Or7700,S216,2024-06-25,437.39
Or7701,S888,2021-12-15,192.09
Or7702,S33,2020-09-23,498.21
Or7703,S808,2025-04-27,251.64
Or7704,S685,2023-06-05,239.07
Or7705,S798,2024-07-12,398.93
Or7706,S504,2023-01-21,292.36
Or7707,S453,2022-11-09,330.86
Or7708,S673,2021-08-31,84.07
Or7709,S591,2023-08-17,428.95
Or7710,S602,2021-04-20,145.13
Or7711,S188,2023-11-20,29.36
Or7712,S144,2020-06-21,251.17
Or7713,S348,2021-01-21,479.3
Or7714,S498,2022-02-13,381.29
Or7715,S631,2021-03-08,372.48
Or7716,S705,2023-04-21,90.02
Or7717,S218,2022-08-08,479.07
Or7718,S54,2021-10-14,46.1
Or7719,S488,2020-07-11,427.04
Or7720,S434,2024-07-21,191.66
Or7721,S72,2025-03-12,231.28
Or7722,S730,2024-10-03,150.45
Or7723,S863,2020-07-14,327.73
Or7724,S566,2025-05-03,455.08
Or7725,S95,2024-11-17,15.02
Or7726,S48,2020-10-19,279.93
Or7727,S171,2023-02-11,82.58
Or7728,S405,2021-12-25,202.92
Or7729,S281,2021-07-29,298.07
Or7730,S151,2020-11-07,445.03
Or7731,S521,2021-02-21,489.01
Or7732,S776,2023-07-07,227.46
Or7733,S413,2021-05-06,154.19
Or7734,S68,2024-04-06,136.96
Or7735,S823,2020-12-18,257.39
Or7736,S491,2020-11-19,414.75
Or7737,S857,2022-01-16,237.84
Or7738,S137,2024-06-09,480.28
Or7739,S248,2024-02-25,465.47
Or7740,S912,2023-01-07,259.3
Or7741,S899,2021-12-29,418.37
Or7742,S341,2023-02-07,387.87
Or7743,S94,2020-12-27,38.55
Or7744,S548,2023-09-06,489.26
Or7745,S362,2024-09-29,23.2
Or7746,S923,2023-02-06,253.67
Or7747,S179,2021-07-01,322.2
Or7748,S993,2022-05-28,263.95
Or7749,S615,2022-02-21,321.36
Or7750,S409,2025-01-31,192.79
Or7751,S880,2025-04-17,382.06
Or7752,S757,2023-10-11,262.65
Or7753,S677,2024-05-14,399.76
Or7754,S290,2021-10-13,61.71
Or7755,S260,2024-10-05,124.47
Or7756,S398,2022-12-18,343.43
Or7757,S515,2023-02-02,362.11
Or7758,S468,2022-07-07,422.43
Or7759,S815,2021-02-06,145.78
Or7760,S58,2023-07-13,476.71
Or7761,S821,2024-11-09,148.19
Or7762,S792,2023-08-11,353.16
Or7763,S878,2021-05-09,129.83
Or7764,S978,2020-09-09,288.22
Or7765,S680,2025-04-24,220.41
Or7766,S764,2021-08-24,342.61
Or7767,S246,2023-11-30,180.84
Or7768,S559,2023-07-12,316.3
Or7769,S935,2023-11-16,370.24
Or7770,S537,2023-10-24,80.21
Or7771,S549,2022-07-28,107.92
Or7772,S752,2022-07-02,456.66
Or7773,S117,2021-07-24,130.27
Or7774,S236,2022-12-16,332.74
Or7775,S86,2022-11-30,134.19
Or7776,S413,2024-10-01,28.02
Or7777,S519,2020-12-18,422.74
Or7778,S38,2024-07-22,451.0
Or7779,S34,2022-06-11,418.38
Or7780,S852,2021-05-02,448.64
Or7781,S294,2022-05-07,12.54
Or7782,S327,2022-09-14,44.41
Or7783,S739,2023-08-08,156.4
Or7784,S842,2023-04-21,313.67
Or7785,S889,2022-08-07,411.88
Or7786,S150,2023-08-08,415.22
Or7787,S697,2022-12-01,426.25
Or7788,S534,2022-09-22,222.94
Or7789,S460,2021-03-05,422.92
Or7790,S8,2022-04-03,418.02
Or7791,S983,2023-10-16,342.58
Or7792,S727,2023-07-29,483.53
Or7793,S569,2021-11-07,172.23
Or7794,S26,2025-04-26,158.98
Or7795,S385,2022-10-23,433.03
Or7796,S837,2023-01-21,23.97
Or7797,S103,2021-12-01,35.26
Or7798,S711,2020-09-11,86.12
Or7799,S97,2025-06-05,348.45
Or7800,S859,2024-09-24,214.68
Or7801,S320,2022-07-06,341.98
Or7802,S961,2023-09-23,78.75
Or7803,S534,2021-11-19,221.07
Or7804,S657,2022-09-22,366.57
Or7805,S523,2021-12-24,105.18
Or7806,S663,2020-06-27,270.48
Or7807,S118,2022-07-31,30.85
Or7808,S558,2021-12-24,56.28
Or7809,S884,2024-08-31,452.32
Or7810,S166,2025-04-13,473.09
Or7811,S52,2022-05-11,194.93
Or7812,S106,2023-03-19,442.09
Or7813,S664,2020-11-01,308.18
Or7814,S929,2023-07-10,118.4
Or7815,S333,2021-12-04,241.22
Or7816,S346,2020-09-25,315.03
Or7817,S796,2025-04-18,119.22
Or7818,S518,2021-08-27,15.17
Or7819,S618,2022-10-10,285.92
Or7820,S132,2021-11-12,127.22
Or7821,S366,2025-01-11,291.81
Or7822,S731,2020-09-16,466.35
Or7823,S241,2024-01-31,374.49
Or7824,S177,2021-12-15,181.16
Or7825,S986,2022-09-12,393.33
Or7826,S591,2023-06-07,131.6
Or7827,S772,2025-05-13,168.08
Or7828,S839,2023-05-01,439.83
Or7829,S576,2022-07-27,258.66
Or7830,S694,2021-06-12,140.48
Or7831,S48,2024-10-09,98.8
Or7832,S869,2020-12-21,37.41
Or7833,S432,2024-12-04,56.3
Or7834,S812,2021-10-15,28.53
Or7835,S486,2025-01-28,425.09
Or7836,S61,2024-12-26,159.21
Or7837,S20,2022-12-31,229.87
Or7838,S601,2021-12-15,133.59
Or7839,S351,2023-09-14,431.35
Or7840,S897,2022-02-23,225.78
Or7841,S567,2025-05-11,113.18
Or7842,S463,2024-07-08,83.46
Or7843,S729,2020-10-03,55.27
Or7844,S847,2021-10-01,354.29
Or7845,S607,2022-01-15,37.5
Or7846,S891,2020-12-25,328.49
Or7847,S890,2024-07-28,403.46
Or7848,S886,2023-09-13,138.55
Or7849,S136,2022-01-26,345.68
Or7850,S602,2022-02-12,116.0
Or7851,S902,2020-08-13,463.38
Or7852,S613,2024-12-05,353.14
Or7853,S140,2023-07-06,192.65
Or7854,S748,2024-05-25,343.88
Or7855,S17,2023-06-26,253.68
Or7856,S217,2025-05-11,200.53
Or7857,S899,2023-05-16,361.97
Or7858,S65,2022-09-14,204.94
Or7859,S189,2022-01-28,247.24
Or7860,S264,2025-06-06,17.68
Or7861,S517,2024-07-15,332.87
Or7862,S854,2025-04-14,115.7
Or7863,S851,2023-07-17,112.31
Or7864,S71,2023-11-18,91.52
Or7865,S715,2022-05-01,310.08
Or7866,S326,2022-05-28,241.01
Or7867,S167,2024-09-21,324.1
Or7868,S83,2021-10-27,78.31
Or7869,S391,2022-05-31,407.62
Or7870,S629,2024-09-29,112.76
Or7871,S272,2023-07-27,244.68
Or7872,S936,2024-05-16,100.89
Or7873,S59,2024-12-22,428.16
Or7874,S681,2021-10-18,16.04
Or7875,S200,2021-01-11,93.04
Or7876,S306,2022-09-03,428.39
Or7877,S970,2020-11-29,353.29
Or7878,S140,2021-06-07,394.99
Or7879,S603,2020-09-10,11.29
Or7880,S54,2021-01-21,23.88
Or7881,S198,2025-05-30,333.85
Or7882,S643,2020-10-16,156.24
Or7883,S305,2024-12-23,144.58
Or7884,S966,2021-08-28,383.72
Or7885,S152,2021-07-23,77.89
Or7886,S471,2022-06-01,408.07
Or7887,S950,2021-11-25,301.58
Or7888,S112,2022-03-25,377.82
Or7889,S574,2023-10-07,412.86
Or7890,S702,2023-07-20,341.99
Or7891,S465,2024-08-27,355.23
Or7892,S876,2022-02-10,375.17
Or7893,S157,2021-04-13,222.54
Or7894,S775,2024-06-18,159.53
Or7895,S253,2022-09-27,242.72
Or7896,S57,2023-01-09,175.93
Or7897,S865,2022-08-30,139.18
Or7898,S996,2020-10-20,372.06
Or7899,S728,2023-05-01,84.19
Or7900,S191,2022-09-02,306.13
Or7901,S285,2023-02-03,279.1
Or7902,S27,2023-07-31,478.57
Or7903,S667,2025-04-22,372.37
Or7904,S594,2024-01-26,356.86
Or7905,S560,2023-04-24,241.48
Or7906,S949,2020-11-21,476.96
Or7907,S842,2023-12-31,152.43
Or7908,S122,2024-03-22,68.59
Or7909,S831,2024-08-27,164.4
Or7910,S420,2020-07-17,201.01
Or7911,S841,2024-10-04,153.18
Or7912,S79,2024-12-10,259.48
Or7913,S755,2021-01-18,309.48
Or7914,S876,2024-07-09,104.24
Or7915,S244,2024-01-31,396.85
Or7916,S350,2021-07-07,413.73
Or7917,S121,2023-04-26,270.47
Or7918,S395,2021-11-28,442.22
Or7919,S121,2023-03-25,149.72
Or7920,S74,2024-12-26,168.68
Or7921,S162,2024-03-25,486.96
Or7922,S295,2021-04-10,468.23
Or7923,S28,2024-12-22,324.11
Or7924,S706,2020-10-07,160.6
Or7925,S199,2023-08-01,110.68
Or7926,S852,2023-03-18,36.39
Or7927,S424,2024-10-22,170.54
Or7928,S766,2023-01-29,28.92
Or7929,S755,2024-04-30,20.91
Or7930,S45,2023-12-30,271.63
Or7931,S865,2022-06-10,148.42
Or7932,S193,2020-06-09,414.23
Or7933,S674,2020-10-18,14.76
Or7934,S60,2025-04-22,66.61
Or7935,S104,2023-04-05,91.76
Or7936,S562,2022-01-18,262.37
Or7937,S524,2024-08-25,199.63
Or7938,S575,2021-09-25,414.96
Or7939,S793,2023-11-03,438.59
Or7940,S684,2021-02-06,36.41
Or7941,S250,2022-05-28,12.48
Or7942,S927,2022-06-29,350.23
Or7943,S766,2023-11-20,59.24
Or7944,S891,2024-04-13,269.08
Or7945,S314,2020-07-23,206.79
Or7946,S652,2025-03-17,267.76
Or7947,S273,2021-01-18,143.39
Or7948,S592,2025-03-22,451.05
Or7949,S926,2020-07-16,133.79
Or7950,S840,2023-09-15,159.92
Or7951,S889,2021-11-22,449.88
Or7952,S44,2020-06-26,208.5
Or7953,S970,2025-04-15,276.24
Or7954,S188,2025-05-29,345.39
Or7955,S878,2022-10-05,189.15
Or7956,S732,2023-11-20,171.03
Or7957,S818,2024-03-20,282.68
Or7958,S834,2024-11-14,20.77
Or7959,S266,2023-11-21,489.12
Or7960,S531,2024-07-24,24.46
Or7961,S59,2024-09-27,264.25
Or7962,S158,2022-05-13,349.71
Or7963,S610,2025-01-18,158.07
Or7964,S517,2023-11-08,83.5
Or7965,S87,2020-07-08,190.48
Or7966,S236,2022-07-23,70.59
Or7967,S613,2022-09-19,55.58
Or7968,S762,2024-04-26,312.66
Or7969,S295,2022-07-03,361.3
Or7970,S162,2021-10-30,408.4
Or7971,S91,2020-09-13,90.94
Or7972,S982,2023-05-11,286.01
Or7973,S424,2022-11-23,391.43
Or7974,S117,2024-12-23,318.71
Or7975,S682,2025-04-29,340.37
Or7976,S619,2024-11-28,107.77
Or7977,S766,2022-02-23,84.26
Or7978,S656,2024-09-22,162.9
Or7979,S912,2022-01-15,448.62
Or7980,S753,2025-05-14,124.19
Or7981,S301,2022-05-04,409.95
Or7982,S40,2023-12-10,448.62
Or7983,S955,2021-09-15,223.08
Or7984,S246,2024-07-20,372.04
Or7985,S722,2024-03-27,182.08
Or7986,S246,2024-02-17,300.03
Or7987,S409,2021-01-28,16.82
Or7988,S197,2023-12-22,136.06
Or7989,S377,2023-08-06,485.22
Or7990,S168,2023-09-02,473.37
Or7991,S326,2021-03-29,452.4
Or7992,S540,2023-02-02,53.56
Or7993,S724,2020-07-18,482.69
Or7994,S997,2024-10-26,269.05
Or7995,S745,2023-12-15,417.57
Or7996,S945,2022-12-12,73.82
Or7997,S252,2023-03-01,166.37
Or7998,S913,2022-04-21,164.91
Or7999,S671,2022-05-30,243.86
Or8000,S939,2022-01-28,289.66
Or8001,S753,2021-05-21,161.33
Or8002,S155,2023-04-03,242.38
Or8003,S42,2022-08-28,292.83
Or8004,S342,2020-09-30,387.62
Or8005,S738,2020-10-04,163.89
Or8006,S772,2021-04-10,243.25
Or8007,S803,2024-04-10,325.4
Or8008,S602,2020-08-20,144.98
Or8009,S319,2025-03-29,432.85
Or8010,S395,2024-08-25,211.6
Or8011,S788,2020-12-29,421.62
Or8012,S134,2021-05-29,487.0
Or8013,S661,2025-03-12,221.81
Or8014,S517,2025-02-21,15.26
Or8015,S728,2025-03-03,427.27
Or8016,S639,2022-04-26,322.5
Or8017,S566,2020-12-09,273.75
Or8018,S21,2023-11-05,405.29
Or8019,S795,2021-05-22,124.99
Or8020,S742,2025-04-05,441.74
Or8021,S700,2023-08-13,76.47
Or8022,S476,2024-09-13,309.17
Or8023,S394,2023-07-08,156.5
Or8024,S634,2022-04-17,16.53
Or8025,S26,2024-04-26,14.82
Or8026,S409,2021-04-09,383.93
Or8027,S239,2022-11-11,457.71
Or8028,S786,2023-11-07,148.75
Or8029,S900,2022-04-20,291.99
Or8030,S778,2022-03-23,416.52
Or8031,S773,2020-07-29,235.32
Or8032,S688,2022-09-04,248.43
Or8033,S744,2020-09-21,494.06
Or8034,S345,2023-03-24,382.36
Or8035,S161,2020-07-03,52.36
Or8036,S398,2023-07-10,208.54
Or8037,S73,2024-08-13,270.23
Or8038,S467,2020-07-23,353.35
Or8039,S604,2022-08-28,128.25
Or8040,S547,2022-03-21,309.74
Or8041,S259,2021-12-07,206.36
Or8042,S823,2021-07-19,73.44
Or8043,S417,2023-09-20,425.93
Or8044,S193,2023-12-19,167.22
Or8045,S704,2022-12-12,416.55
Or8046,S443,2024-05-10,39.06
Or8047,S312,2022-12-01,484.19
Or8048,S223,2020-10-08,260.41
Or8049,S397,2021-11-22,402.46
Or8050,S34,2022-05-21,36.53
Or8051,S329,2022-09-07,329.58
Or8052,S327,2021-12-27,340.69
Or8053,S594,2023-02-07,172.68
Or8054,S599,2023-11-12,30.2
Or8055,S370,2023-06-18,350.84
Or8056,S345,2025-01-06,226.75
Or8057,S2,2021-04-07,204.33
Or8058,S964,2022-01-07,497.31
Or8059,S89,2025-05-05,476.89
Or8060,S998,2025-06-01,201.89
Or8061,S424,2021-01-22,250.91
Or8062,S89,2020-12-12,264.87
Or8063,S500,2021-11-21,446.03
Or8064,S580,2021-12-29,40.51
Or8065,S978,2023-02-27,44.36
Or8066,S473,2023-06-26,119.33
Or8067,S326,2024-09-19,342.54
Or8068,S996,2024-05-04,462.47
Or8069,S476,2021-05-06,483.7
Or8070,S433,2025-05-01,193.74
Or8071,S617,2020-12-25,282.7
Or8072,S99,2025-02-01,355.46
Or8073,S606,2022-02-03,473.33
Or8074,S192,2024-01-26,100.03
Or8075,S859,2021-10-01,398.56
Or8076,S426,2021-03-23,413.25
Or8077,S357,2023-11-13,173.48
Or8078,S680,2023-09-03,208.79
Or8079,S247,2021-10-16,66.96
Or8080,S649,2022-11-22,378.9
Or8081,S943,2023-05-10,325.46
Or8082,S48,2021-09-20,126.05
Or8083,S695,2024-04-06,327.02
Or8084,S277,2025-01-29,335.58
Or8085,S66,2024-08-15,132.96
Or8086,S165,2020-12-06,253.45
Or8087,S36,2024-04-17,109.77
Or8088,S633,2021-05-14,156.63
Or8089,S659,2022-06-24,220.97
Or8090,S876,2025-04-15,169.09
Or8091,S143,2023-01-30,446.7
Or8092,S303,2021-04-13,465.81
Or8093,S459,2021-06-01,432.66
Or8094,S918,2020-10-06,78.2
Or8095,S387,2023-07-23,262.03
Or8096,S17,2023-03-09,128.57
Or8097,S388,2023-03-23,378.49
Or8098,S117,2021-10-12,89.61
Or8099,S502,2022-09-24,119.35
Or8100,S49,2022-02-05,363.99
Or8101,S975,2020-07-19,283.79
Or8102,S302,2022-01-28,184.19
Or8103,S771,2024-05-10,234.59
Or8104,S146,2025-01-25,56.57
Or8105,S761,2023-01-06,84.24
Or8106,S831,2021-02-20,61.54
Or8107,S467,2025-05-05,287.99
Or8108,S123,2021-11-09,289.43
Or8109,S121,2021-03-11,120.47
Or8110,S307,2021-12-16,176.75
Or8111,S305,2024-11-29,218.02
Or8112,S81,2023-05-13,203.1
Or8113,S346,2021-10-13,131.24
Or8114,S518,2024-03-26,239.98
Or8115,S480,2020-06-10,425.31
Or8116,S137,2021-07-04,147.01
Or8117,S499,2022-01-30,282.5
Or8118,S992,2024-09-24,339.05
Or8119,S577,2021-04-22,116.71
Or8120,S316,2021-06-09,40.97
Or8121,S343,2021-08-06,54.88
Or8122,S546,2021-09-18,375.33
Or8123,S418,2021-01-10,113.82
Or8124,S271,2022-04-17,223.6
Or8125,S13,2025-01-03,145.15
Or8126,S798,2022-11-18,402.42
Or8127,S891,2024-05-02,303.58
Or8128,S487,2021-07-26,228.88
Or8129,S118,2022-10-18,60.29
Or8130,S633,2024-08-01,31.53
Or8131,S231,2022-06-13,326.09
Or8132,S356,2021-12-23,113.35
Or8133,S371,2021-08-12,169.27
Or8134,S975,2020-07-19,312.64
Or8135,S185,2020-12-13,245.29
Or8136,S40,2023-04-18,106.05
Or8137,S927,2023-10-26,180.47
Or8138,S932,2024-10-29,150.39
Or8139,S268,2020-11-17,13.73
Or8140,S527,2021-11-07,367.58
Or8141,S819,2020-06-08,225.15
Or8142,S397,2024-02-04,115.74
Or8143,S965,2020-09-02,373.1
Or8144,S426,2021-11-07,397.91
Or8145,S673,2021-12-14,464.12
Or8146,S337,2025-02-18,333.1
Or8147,S322,2023-12-08,112.1
Or8148,S402,2023-05-04,344.35
Or8149,S539,2022-06-05,453.66
Or8150,S982,2023-07-17,412.8
Or8151,S968,2023-04-19,26.26
Or8152,S519,2022-06-04,344.11
Or8153,S529,2020-07-28,464.0
Or8154,S560,2020-08-06,497.87
Or8155,S558,2021-04-17,97.55
Or8156,S766,2023-10-28,496.23
Or8157,S756,2022-01-29,77.86
Or8158,S189,2021-07-26,430.26
Or8159,S653,2021-01-07,401.72
Or8160,S31,2024-06-06,484.73
Or8161,S455,2020-08-06,486.43
Or8162,S198,2025-03-25,30.58
Or8163,S670,2024-12-21,387.49
Or8164,S771,2025-05-10,177.6
Or8165,S568,2022-12-03,269.92
Or8166,S3,2022-01-05,417.78
Or8167,S121,2020-08-16,235.87
Or8168,S154,2022-05-17,364.27
Or8169,S48,2022-01-13,364.61
Or8170,S527,2023-03-28,426.23
Or8171,S842,2023-05-14,156.7
Or8172,S212,2021-04-12,307.41
Or8173,S897,2020-12-06,350.31
Or8174,S859,2024-10-18,325.69
Or8175,S192,2023-04-09,465.16
Or8176,S670,2020-07-01,223.36
Or8177,S693,2021-05-23,295.02
Or8178,S635,2020-07-10,253.69
Or8179,S34,2021-07-06,87.83
Or8180,S81,2021-07-13,393.35
Or8181,S775,2022-12-21,114.21
Or8182,S691,2022-11-10,113.83
Or8183,S296,2021-03-03,210.94
Or8184,S877,2025-03-13,204.19
Or8185,S564,2025-03-22,94.91
Or8186,S960,2023-11-11,425.33
Or8187,S343,2023-03-03,83.54
Or8188,S356,2022-08-02,209.32
Or8189,S594,2023-12-10,99.13
Or8190,S579,2024-08-23,223.13
Or8191,S76,2023-04-04,239.32
Or8192,S878,2025-01-09,429.88
Or8193,S337,2021-09-07,89.0
Or8194,S661,2022-07-03,109.87
Or8195,S560,2021-01-15,151.07
Or8196,S217,2022-05-02,456.69
Or8197,S694,2020-10-02,257.69
Or8198,S509,2023-07-30,58.67
Or8199,S453,2022-05-23,106.18
Or8200,S151,2020-06-18,215.56
Or8201,S21,2020-09-15,56.9
Or8202,S417,2021-07-25,310.42
Or8203,S660,2022-09-10,411.95
Or8204,S691,2020-07-18,340.59
Or8205,S8,2022-03-08,457.06
Or8206,S781,2025-04-16,432.62
Or8207,S50,2020-06-14,264.69
Or8208,S235,2020-12-28,257.13
Or8209,S293,2024-01-30,311.81
Or8210,S793,2023-03-08,103.61
Or8211,S803,2021-08-29,462.92
Or8212,S565,2021-07-31,76.38
Or8213,S444,2024-04-04,286.0
Or8214,S55,2023-08-03,84.06
Or8215,S471,2023-10-05,351.03
Or8216,S505,2020-06-11,55.55
Or8217,S9,2025-05-23,11.98
Or8218,S680,2021-10-14,399.25
Or8219,S919,2024-06-27,479.93
Or8220,S274,2024-11-24,423.66
Or8221,S672,2024-09-30,96.2
Or8222,S417,2022-08-12,189.61
Or8223,S464,2021-11-09,322.09
Or8224,S473,2025-01-09,470.24
Or8225,S57,2024-02-24,372.35
Or8226,S374,2020-10-25,77.66
Or8227,S192,2024-10-25,442.5
Or8228,S154,2021-06-26,67.72
Or8229,S826,2022-09-03,147.81
Or8230,S94,2022-11-29,215.29
Or8231,S335,2022-07-22,458.61
Or8232,S886,2022-02-05,141.11
Or8233,S822,2025-01-13,421.64
Or8234,S408,2021-04-16,477.12
Or8235,S329,2024-10-30,128.19
Or8236,S145,2020-07-27,446.03
Or8237,S23,2024-09-09,423.08
Or8238,S600,2022-09-18,255.21
Or8239,S530,2025-04-22,221.42
Or8240,S387,2020-10-28,433.19
Or8241,S155,2024-06-08,265.22
Or8242,S981,2022-08-19,205.0
Or8243,S165,2022-01-07,106.69
Or8244,S303,2020-06-21,495.66
Or8245,S97,2024-11-09,330.44
Or8246,S86,2022-07-23,398.33
Or8247,S794,2021-07-06,99.36
Or8248,S598,2022-04-26,493.88
Or8249,S954,2024-12-09,341.15
Or8250,S68,2020-09-16,338.27
Or8251,S184,2023-05-28,263.02
Or8252,S521,2022-04-01,221.44
Or8253,S885,2022-01-22,234.36
Or8254,S269,2021-10-18,58.31
Or8255,S684,2020-08-21,411.97
Or8256,S944,2022-09-28,393.64
Or8257,S495,2024-05-13,111.77
Or8258,S77,2024-10-10,484.75
Or8259,S596,2021-11-22,453.17
Or8260,S681,2021-08-09,62.24
Or8261,S598,2020-10-27,116.63
Or8262,S592,2023-03-12,220.23
Or8263,S780,2023-09-23,53.78
Or8264,S590,2020-10-14,383.35
Or8265,S628,2023-09-14,338.51
Or8266,S179,2022-04-12,15.83
Or8267,S450,2023-12-08,169.52
Or8268,S65,2023-10-08,250.64
Or8269,S742,2021-08-26,318.05
Or8270,S236,2022-06-12,477.85
Or8271,S603,2024-06-10,93.3
Or8272,S206,2024-12-26,103.9
Or8273,S196,2021-03-27,300.96
Or8274,S849,2021-08-22,118.67
Or8275,S502,2022-07-29,153.58
Or8276,S632,2022-04-24,216.25
Or8277,S355,2025-01-26,324.21
Or8278,S343,2025-05-09,167.3
Or8279,S695,2021-01-30,248.66
Or8280,S687,2022-09-03,26.15
Or8281,S393,2022-10-19,289.12
Or8282,S704,2023-09-20,417.45
Or8283,S761,2025-05-16,100.91
Or8284,S14,2022-02-15,432.86
Or8285,S281,2022-10-15,459.14
Or8286,S286,2022-06-27,478.33
Or8287,S576,2020-06-27,326.08
Or8288,S177,2022-01-30,410.38
Or8289,S875,2022-12-03,244.78
Or8290,S111,2021-02-28,328.59
Or8291,S751,2020-12-20,275.22
