inventory_id,product_id,seller_id,stock_level
Inv2860,P5768,S223,23
Inv2861,P5785,S28,42
Inv2862,P6039,S63,93
Inv2863,P2724,S919,92
Inv2864,P2977,S181,89
Inv2865,P1361,S907,44
Inv2866,P2591,S191,0
Inv2867,P4924,S430,4
Inv2868,P4543,S609,81
Inv2869,P2363,S339,69
Inv2870,P8165,S978,36
Inv2871,P3702,S556,78
Inv2872,P6241,S890,0
Inv2873,P1889,S750,85
Inv2874,P2214,S285,98
Inv2875,P9315,S419,4
Inv2876,P7692,S155,71
Inv2877,P4036,S234,64
Inv2878,P4500,S959,62
Inv2879,P7727,S502,98
Inv2880,P6825,S236,47
Inv2881,P9339,S846,36
Inv2882,P4003,S191,45
Inv2883,P5756,S912,25
Inv2884,P9071,S247,63
Inv2885,P3775,S718,23
Inv2886,P4437,S161,36
Inv2887,P1471,S753,1
Inv2888,P1519,S161,86
Inv2889,P6259,S613,2
Inv2890,P1414,S756,61
Inv2891,P8020,S250,84
Inv2892,P7938,S247,97
Inv2893,P9003,S685,15
Inv2894,P8508,S485,91
Inv2895,P2876,S182,3
Inv2896,P6342,S37,42
Inv2897,P3827,S667,8
Inv2898,P1653,S825,86
Inv2899,P3558,S842,34
Inv2900,P4874,S278,27
Inv2901,P2100,S469,84
Inv2902,P1263,S364,15
Inv2903,P9633,S343,12
Inv2904,P1821,S600,31
Inv2905,P5036,S776,68
Inv2906,P5412,S679,99
Inv2907,P7676,S188,1
Inv2908,P5248,S453,58
Inv2909,P3971,S686,44
Inv2910,P8194,S334,53
Inv2911,P5643,S857,25
Inv2912,P8152,S332,78
Inv2913,P9597,S140,51
Inv2914,P8789,S938,26
Inv2915,P5588,S293,90
Inv2916,P1340,S65,87
Inv2917,P6135,S233,98
Inv2918,P3575,S470,96
Inv2919,P8727,S630,28
Inv2920,P2566,S345,6
Inv2921,P8960,S143,9
Inv2922,P3091,S825,88
Inv2923,P6607,S813,13
Inv2924,P6617,S961,25
Inv2925,P7884,S275,90
Inv2926,P1254,S728,84
Inv2927,P5881,S881,65
Inv2928,P6838,S772,71
Inv2929,P1494,S838,99
Inv2930,P4501,S997,63
Inv2931,P5012,S411,96
Inv2932,P7549,S629,72
Inv2933,P8443,S628,78
Inv2934,P5221,S768,59
Inv2935,P1357,S721,75
Inv2936,P4510,S687,49
Inv2937,P2659,S506,94
Inv2938,P9618,S692,18
Inv2939,P8488,S336,50
Inv2940,P5285,S83,100
Inv2941,P8088,S819,33
Inv2942,P8028,S507,33
Inv2943,P6028,S921,57
Inv2944,P7748,S655,76
Inv2945,P3286,S473,83
Inv2946,P4684,S57,74
Inv2947,P6896,S397,92
Inv2948,P2807,S787,1
Inv2949,P2976,S99,11
Inv2950,P3589,S706,76
Inv2951,P1854,S277,34
Inv2952,P7496,S213,36
Inv2953,P4661,S516,49
Inv2954,P1420,S927,79
Inv2955,P6107,S853,33
Inv2956,P4686,S528,17
Inv2957,P3351,S629,64
Inv2958,P5100,S774,80
Inv2959,P7025,S731,55
Inv2960,P9743,S486,92
Inv2961,P9341,S218,82
Inv2962,P2135,S559,54
Inv2963,P5082,S472,11
Inv2964,P4235,S746,1
Inv2965,P4973,S487,87
Inv2966,P5020,S536,1
Inv2967,P4689,S119,31
Inv2968,P4993,S447,25
Inv2969,P3850,S502,41
Inv2970,P8189,S949,23
Inv2971,P1648,S438,22
Inv2972,P9991,S434,29
Inv2973,P5161,S812,47
Inv2974,P6187,S345,48
Inv2975,P8094,S971,59
Inv2976,P8875,S152,26
Inv2977,P4563,S866,74
Inv2978,P1109,S847,21
Inv2979,P1434,S79,18
Inv2980,P8193,S156,68
Inv2981,P8426,S618,39
Inv2982,P3411,S152,29
Inv2983,P2001,S258,71
Inv2984,P6758,S561,14
Inv2985,P7352,S229,13
Inv2986,P6823,S804,4
Inv2987,P2531,S418,44
Inv2988,P7458,S183,89
Inv2989,P4275,S893,9
Inv2990,P7732,S227,84
Inv2991,P9450,S949,60
Inv2992,P6240,S663,83
Inv2993,P9229,S25,25
Inv2994,P3923,S342,57
Inv2995,P1603,S207,50
Inv2996,P7938,S972,22
Inv2997,P8368,S440,37
Inv2998,P8158,S220,5
Inv2999,P6879,S607,12
Inv3000,P2062,S876,51
Inv3001,P8770,S910,74
Inv3002,P8015,S953,17
Inv3003,P5105,S573,12
Inv3004,P7850,S174,75
Inv3005,P7297,S928,79
Inv3006,P7775,S192,36
Inv3007,P3449,S151,54
Inv3008,P3853,S464,41
Inv3009,P2828,S392,39
Inv3010,P5719,S14,32
Inv3011,P6088,S759,60
Inv3012,P9057,S412,50
Inv3013,P9199,S842,91
Inv3014,P4105,S644,72
Inv3015,P9347,S418,88
Inv3016,P5495,S971,67
Inv3017,P4361,S828,40
Inv3018,P8817,S394,14
Inv3019,P5954,S349,4
Inv3020,P9725,S80,8
Inv3021,P6378,S577,53
Inv3022,P5463,S857,29
Inv3023,P7325,S510,29
Inv3024,P2096,S650,85
Inv3025,P8536,S735,25
Inv3026,P9162,S584,47
Inv3027,P4157,S759,95
Inv3028,P8212,S721,76
Inv3029,P1235,S263,2
Inv3030,P4710,S847,35
Inv3031,P8827,S247,66
Inv3032,P1510,S357,11
Inv3033,P8682,S536,93
Inv3034,P9210,S46,5
Inv3035,P4145,S104,42
Inv3036,P9258,S876,23
Inv3037,P2875,S684,6
Inv3038,P3693,S9,94
Inv3039,P3475,S719,87
Inv3040,P6610,S979,98
Inv3041,P6742,S181,16
Inv3042,P4382,S660,31
Inv3043,P1339,S848,32
Inv3044,P6877,S619,28
Inv3045,P7255,S594,75
Inv3046,P4794,S726,51
Inv3047,P3548,S247,13
Inv3048,P9160,S702,22
Inv3049,P5850,S212,37
Inv3050,P2647,S782,18
Inv3051,P7701,S677,57
Inv3052,P7001,S760,35
Inv3053,P1529,S999,3
Inv3054,P8596,S937,14
Inv3055,P8696,S554,82
Inv3056,P9654,S976,97
Inv3057,P9483,S216,99
Inv3058,P2601,S55,71
Inv3059,P1137,S307,95
Inv3060,P6724,S435,94
Inv3061,P7122,S158,1
Inv3062,P2781,S797,26
Inv3063,P8694,S515,61
Inv3064,P3081,S776,44
Inv3065,P2505,S114,95
Inv3066,P4859,S624,40
Inv3067,P9177,S138,94
Inv3068,P4501,S579,9
Inv3069,P9741,S736,100
Inv3070,P5268,S156,50
Inv3071,P4234,S620,69
Inv3072,P8031,S691,6
Inv3073,P8065,S346,63
Inv3074,P1408,S469,78
Inv3075,P8368,S298,45
Inv3076,P9079,S19,26
Inv3077,P1803,S655,85
Inv3078,P2911,S253,6
Inv3079,P7418,S818,19
Inv3080,P3221,S226,50
Inv3081,P1794,S776,75
Inv3082,P9415,S143,62
Inv3083,P3421,S965,61
Inv3084,P2925,S652,99
Inv3085,P9917,S97,20
Inv3086,P5624,S806,78
Inv3087,P6585,S535,56
Inv3088,P1524,S392,85
Inv3089,P2462,S841,39
Inv3090,P2248,S168,68
Inv3091,P8717,S600,84
Inv3092,P1583,S534,37
Inv3093,P4983,S328,73
Inv3094,P9272,S830,29
Inv3095,P3001,S704,94
Inv3096,P4477,S669,85
Inv3097,P9178,S333,63
Inv3098,P6326,S107,60
Inv3099,P6411,S162,64
Inv3100,P5566,S82,62
Inv3101,P8722,S557,81
Inv3102,P1021,S422,67
Inv3103,P5368,S97,38
Inv3104,P1799,S344,13
Inv3105,P4636,S585,13
Inv3106,P6836,S377,80
Inv3107,P9702,S629,20
Inv3108,P1804,S706,16
Inv3109,P5226,S297,33
Inv3110,P4716,S70,21
Inv3111,P2149,S18,38
Inv3112,P4979,S102,36
Inv3113,P1845,S379,22
Inv3114,P3347,S239,29
Inv3115,P2656,S841,75
Inv3116,P9147,S575,48
Inv3117,P7143,S793,72
Inv3118,P5736,S123,98
Inv3119,P4792,S741,90
Inv3120,P1224,S193,14
Inv3121,P9337,S720,87
Inv3122,P9136,S235,99
Inv3123,P2830,S137,84
Inv3124,P2851,S291,70
Inv3125,P2322,S682,83
Inv3126,P4665,S541,24
Inv3127,P9482,S756,20
Inv3128,P5894,S677,22
Inv3129,P2677,S36,76
Inv3130,P4435,S296,0
Inv3131,P2135,S460,41
Inv3132,P1312,S238,49
Inv3133,P7911,S13,78
Inv3134,P2913,S77,97
Inv3135,P9709,S576,7
Inv3136,P4613,S922,65
Inv3137,P5366,S324,1
Inv3138,P4029,S937,88
Inv3139,P5491,S94,65
Inv3140,P6739,S139,52
Inv3141,P8544,S202,61
Inv3142,P2732,S786,93
Inv3143,P2446,S425,0
Inv3144,P9679,S480,25
Inv3145,P2443,S261,28
Inv3146,P7907,S891,76
Inv3147,P9557,S474,3
Inv3148,P7895,S346,96
Inv3149,P3039,S614,99
Inv3150,P8152,S365,3
Inv3151,P8007,S852,34
Inv3152,P2107,S523,63
Inv3153,P8375,S559,27
Inv3154,P1321,S114,44
Inv3155,P4041,S266,20
Inv3156,P6324,S793,71
Inv3157,P2030,S500,78
Inv3158,P3959,S732,20
Inv3159,P6179,S67,78
Inv3160,P4684,S928,4
Inv3161,P3313,S210,75
Inv3162,P8167,S880,28
Inv3163,P2786,S198,21
Inv3164,P9450,S215,14
Inv3165,P6920,S732,35
Inv3166,P4243,S112,91
Inv3167,P6154,S991,12
Inv3168,P6668,S198,66
Inv3169,P9880,S224,47
Inv3170,P9339,S825,11
Inv3171,P9529,S675,49
Inv3172,P6868,S895,41
Inv3173,P1009,S330,12
Inv3174,P8149,S874,77
Inv3175,P8837,S260,56
Inv3176,P4630,S792,57
Inv3177,P1482,S179,29
Inv3178,P6001,S183,69
Inv3179,P2132,S536,13
Inv3180,P3691,S66,21
Inv3181,P7051,S282,56
Inv3182,P5681,S471,67
Inv3183,P3819,S336,22
Inv3184,P3632,S122,54
Inv3185,P6805,S256,58
Inv3186,P9034,S723,4
Inv3187,P7047,S985,21
Inv3188,P1795,S53,64
Inv3189,P3651,S425,66
Inv3190,P3373,S667,13
Inv3191,P4226,S693,51
Inv3192,P9089,S626,40
Inv3193,P6095,S216,64
Inv3194,P7688,S413,48
Inv3195,P6486,S781,17
Inv3196,P4277,S178,97
Inv3197,P3992,S189,77
Inv3198,P4608,S887,50
Inv3199,P6640,S439,59
Inv3200,P5634,S924,43
Inv3201,P7513,S88,1
Inv3202,P7254,S973,32
Inv3203,P7319,S37,9
Inv3204,P5810,S486,56
Inv3205,P8406,S352,3
Inv3206,P7364,S892,53
Inv3207,P1473,S408,93
Inv3208,P6085,S630,59
Inv3209,P5733,S733,25
Inv3210,P6362,S586,3
Inv3211,P7583,S651,14
Inv3212,P8309,S447,86
Inv3213,P6164,S963,26
Inv3214,P6607,S321,59
Inv3215,P1002,S357,65
Inv3216,P9959,S470,54
Inv3217,P7008,S516,31
Inv3218,P9251,S238,41
Inv3219,P9767,S837,18
Inv3220,P6889,S518,27
Inv3221,P6488,S607,49
Inv3222,P1464,S261,24
Inv3223,P6876,S782,21
Inv3224,P1519,S768,4
Inv3225,P8017,S329,14
Inv3226,P1710,S533,10
Inv3227,P9603,S53,35
Inv3228,P5460,S646,96
Inv3229,P8489,S518,10
Inv3230,P3118,S339,23
Inv3231,P7944,S328,64
Inv3232,P6190,S370,43
Inv3233,P5375,S709,93
Inv3234,P2727,S682,96
Inv3235,P1149,S717,43
Inv3236,P8067,S557,67
Inv3237,P8657,S443,26
Inv3238,P7158,S389,22
Inv3239,P8381,S472,88
Inv3240,P7993,S706,87
Inv3241,P8960,S152,50
Inv3242,P5020,S973,3
Inv3243,P4587,S545,76
Inv3244,P8970,S523,87
Inv3245,P9447,S458,16
Inv3246,P6356,S161,78
Inv3247,P4768,S197,79
Inv3248,P6208,S921,96
Inv3249,P9063,S118,69
Inv3250,P3158,S863,21
Inv3251,P2673,S17,98
Inv3252,P8511,S133,6
Inv3253,P5097,S184,0
Inv3254,P6561,S214,34
Inv3255,P9860,S382,97
Inv3256,P2319,S503,26
Inv3257,P3883,S750,68
Inv3258,P3847,S223,88
Inv3259,P2956,S287,81
Inv3260,P4092,S852,38
Inv3261,P2811,S346,72
Inv3262,P8658,S206,26
Inv3263,P9901,S527,27
Inv3264,P8717,S873,97
Inv3265,P8672,S779,16
Inv3266,P5488,S909,45
Inv3267,P8112,S100,88
Inv3268,P1395,S142,1
Inv3269,P9145,S525,38
Inv3270,P2242,S654,40
Inv3271,P6659,S941,55
Inv3272,P8968,S268,88
Inv3273,P5139,S631,38
Inv3274,P5442,S198,77
Inv3275,P9191,S472,77
Inv3276,P6352,S125,38
Inv3277,P4766,S334,85
Inv3278,P6932,S774,10
Inv3279,P7801,S48,34
Inv3280,P8640,S417,42
Inv3281,P1417,S328,89
Inv3282,P5553,S806,28
Inv3283,P3504,S402,71
Inv3284,P8931,S686,8
Inv3285,P5142,S200,77
Inv3286,P1436,S833,17
Inv3287,P5110,S114,89
Inv3288,P1802,S361,52
Inv3289,P4699,S742,93
Inv3290,P3671,S577,19
Inv3291,P6621,S309,66
Inv3292,P8905,S733,64
Inv3293,P3206,S174,92
Inv3294,P7227,S406,76
Inv3295,P4373,S971,100
Inv3296,P2916,S397,53
Inv3297,P9230,S896,7
Inv3298,P2827,S426,51
Inv3299,P1592,S523,68
Inv3300,P2451,S171,69
Inv3301,P2494,S762,45
Inv3302,P2080,S573,20
Inv3303,P8283,S188,97
Inv3304,P7980,S134,14
Inv3305,P9095,S565,30
Inv3306,P5668,S999,75
Inv3307,P5234,S198,79
Inv3308,P6701,S499,26
Inv3309,P4004,S700,79
Inv3310,P6674,S781,40
Inv3311,P4976,S720,48
Inv3312,P6390,S727,4
Inv3313,P6517,S673,45
Inv3314,P9425,S619,5
Inv3315,P4741,S963,36
Inv3316,P3069,S584,19
Inv3317,P5026,S898,43
Inv3318,P3267,S955,98
Inv3319,P3004,S500,85
Inv3320,P7760,S492,13
Inv3321,P9895,S281,74
Inv3322,P6243,S1000,66
Inv3323,P4517,S301,1
Inv3324,P8015,S981,13
Inv3325,P9942,S430,21
Inv3326,P5099,S570,41
Inv3327,P6836,S637,13
Inv3328,P9098,S206,76
Inv3329,P8068,S348,64
Inv3330,P6325,S518,43
Inv3331,P1871,S136,45
Inv3332,P8057,S325,53
Inv3333,P1669,S635,61
Inv3334,P5827,S982,79
Inv3335,P7005,S92,62
Inv3336,P3923,S440,92
Inv3337,P3220,S364,8
Inv3338,P7860,S841,79
Inv3339,P7668,S532,95
Inv3340,P3780,S646,86
Inv3341,P4279,S873,32
Inv3342,P4084,S523,30
Inv3343,P7164,S337,7
Inv3344,P7856,S590,80
Inv3345,P9751,S565,23
Inv3346,P1291,S57,27
Inv3347,P9457,S549,93
Inv3348,P5464,S433,4
Inv3349,P8776,S679,37
Inv3350,P4492,S153,20
Inv3351,P8878,S343,14
Inv3352,P8857,S876,99
Inv3353,P7990,S546,69
Inv3354,P8035,S256,45
Inv3355,P3541,S731,77
Inv3356,P8372,S237,78
Inv3357,P9573,S388,27
Inv3358,P8549,S121,42
Inv3359,P2066,S531,63
Inv3360,P6140,S670,57
Inv3361,P3969,S966,57
Inv3362,P4530,S743,70
Inv3363,P8204,S903,27
Inv3364,P3274,S178,9
Inv3365,P9766,S768,27
Inv3366,P7329,S27,34
Inv3367,P6964,S919,37
Inv3368,P2056,S604,53
Inv3369,P5247,S253,73
Inv3370,P1175,S354,81
Inv3371,P6779,S716,9
Inv3372,P1866,S503,52
Inv3373,P7371,S574,46
Inv3374,P7553,S566,62
Inv3375,P8723,S706,82
Inv3376,P1341,S404,30
Inv3377,P1035,S3,8
Inv3378,P7926,S680,61
Inv3379,P8446,S708,73
Inv3380,P9129,S957,21
Inv3381,P6982,S315,53
Inv3382,P6540,S831,29
Inv3383,P6921,S538,81
Inv3384,P8718,S252,88
Inv3385,P9565,S487,57
Inv3386,P4811,S736,53
Inv3387,P8363,S787,78
Inv3388,P7949,S982,22
Inv3389,P2566,S17,62
Inv3390,P2726,S3,81
Inv3391,P3685,S956,86
Inv3392,P8283,S336,60
Inv3393,P2235,S474,57
Inv3394,P2681,S348,97
Inv3395,P5512,S822,94
Inv3396,P7337,S151,31
Inv3397,P6036,S575,100
Inv3398,P6016,S729,66
Inv3399,P7274,S906,62
Inv3400,P5003,S368,26
Inv3401,P3928,S367,38
Inv3402,P6897,S485,99
Inv3403,P7805,S150,65
Inv3404,P1591,S58,40
Inv3405,P6028,S191,67
Inv3406,P2785,S463,27
Inv3407,P9200,S710,84
Inv3408,P6111,S787,73
Inv3409,P1335,S479,45
Inv3410,P2888,S856,4
Inv3411,P3575,S331,46
Inv3412,P2217,S731,76
Inv3413,P6143,S709,40
Inv3414,P3161,S550,76
Inv3415,P7621,S863,74
Inv3416,P5598,S973,21
Inv3417,P7639,S808,96
Inv3418,P8293,S995,21
Inv3419,P1939,S554,100
Inv3420,P7296,S679,86
Inv3421,P2920,S760,70
Inv3422,P9156,S519,65
Inv3423,P6826,S688,94
Inv3424,P6211,S718,79
Inv3425,P7008,S641,8
Inv3426,P2583,S55,55
Inv3427,P5375,S453,2
Inv3428,P9545,S820,76
Inv3429,P8274,S908,54
Inv3430,P3231,S91,88
Inv3431,P5701,S694,70
Inv3432,P8972,S16,33
Inv3433,P2962,S707,62
Inv3434,P7360,S428,15
Inv3435,P5051,S103,4
Inv3436,P3598,S312,81
Inv3437,P4015,S135,83
Inv3438,P2317,S587,90
Inv3439,P9122,S600,74
Inv3440,P4365,S438,17
Inv3441,P4270,S451,82
Inv3442,P2563,S41,26
Inv3443,P1489,S92,58
Inv3444,P8099,S49,73
Inv3445,P8480,S957,75
Inv3446,P3532,S619,12
Inv3447,P2513,S544,55
Inv3448,P4233,S496,36
Inv3449,P5474,S835,69
Inv3450,P4896,S408,15
Inv3451,P7251,S768,40
Inv3452,P1612,S431,6
Inv3453,P2146,S267,41
Inv3454,P3167,S952,92
Inv3455,P5661,S72,82
Inv3456,P2610,S697,16
Inv3457,P8357,S458,4
Inv3458,P9745,S376,9
Inv3459,P8048,S398,92
Inv3460,P6300,S724,84
Inv3461,P2564,S825,43
Inv3462,P4746,S759,41
Inv3463,P4125,S6,87
Inv3464,P9672,S606,8
Inv3465,P9257,S682,86
Inv3466,P7047,S417,92
Inv3467,P2247,S102,22
Inv3468,P1821,S812,82
Inv3469,P4193,S519,0
Inv3470,P2364,S210,87
Inv3471,P4222,S877,21
Inv3472,P5196,S121,94
Inv3473,P4245,S334,1
Inv3474,P1408,S504,90
Inv3475,P1424,S877,2
Inv3476,P3297,S691,86
Inv3477,P6770,S547,39
Inv3478,P9582,S256,82
Inv3479,P7616,S467,31
Inv3480,P7673,S341,91
Inv3481,P6712,S430,42
Inv3482,P9948,S63,33
Inv3483,P7524,S507,63
Inv3484,P9914,S127,29
Inv3485,P4106,S1,75
Inv3486,P2948,S748,32
Inv3487,P9825,S105,88
Inv3488,P4980,S834,59
Inv3489,P9428,S674,53
Inv3490,P2440,S236,76
Inv3491,P9268,S391,23
Inv3492,P9226,S672,88
Inv3493,P3551,S854,20
Inv3494,P9748,S221,73
Inv3495,P6165,S868,26
Inv3496,P4010,S282,65
Inv3497,P1600,S975,87
Inv3498,P5007,S767,91
Inv3499,P1552,S146,18
Inv3500,P1126,S546,42
Inv3501,P8074,S327,55
Inv3502,P8636,S769,92
Inv3503,P7060,S831,41
Inv3504,P5397,S516,82
Inv3505,P4907,S632,93
Inv3506,P6648,S923,84
Inv3507,P1878,S285,40
Inv3508,P4262,S764,89
Inv3509,P9053,S792,14
Inv3510,P4232,S455,51
Inv3511,P3471,S685,12
Inv3512,P8965,S737,20
Inv3513,P8549,S97,79
Inv3514,P3547,S996,48
Inv3515,P4796,S739,35
Inv3516,P3865,S736,13
Inv3517,P1631,S199,44
Inv3518,P6295,S412,63
Inv3519,P6923,S218,46
Inv3520,P1632,S198,3
Inv3521,P3653,S284,68
Inv3522,P2274,S77,87
Inv3523,P5255,S658,25
Inv3524,P4593,S415,85
Inv3525,P1437,S144,5
Inv3526,P9297,S719,54
Inv3527,P3849,S576,28
Inv3528,P2190,S545,29
Inv3529,P7978,S988,15
Inv3530,P4904,S328,83
Inv3531,P3038,S817,39
Inv3532,P8893,S876,87
Inv3533,P1219,S746,62
Inv3534,P4006,S219,28
Inv3535,P8150,S599,41
Inv3536,P2660,S690,59
Inv3537,P1627,S612,51
Inv3538,P3770,S896,44
Inv3539,P8418,S792,18
Inv3540,P5714,S386,4
Inv3541,P3808,S535,27
Inv3542,P3588,S819,69
Inv3543,P1087,S687,89
Inv3544,P9364,S13,80
Inv3545,P2608,S766,39
Inv3546,P4325,S188,50
Inv3547,P2197,S170,3
Inv3548,P3383,S101,29
Inv3549,P8826,S141,15
Inv3550,P9581,S324,25
Inv3551,P9228,S756,72
Inv3552,P4271,S341,76
Inv3553,P7156,S422,34
Inv3554,P3924,S124,75
Inv3555,P9540,S707,25
Inv3556,P2319,S476,65
Inv3557,P4467,S128,22
Inv3558,P7616,S613,26
Inv3559,P2229,S495,37
Inv3560,P5367,S30,67
Inv3561,P5331,S122,32
Inv3562,P3976,S264,39
Inv3563,P4717,S100,97
Inv3564,P1753,S61,37
Inv3565,P3404,S863,78
Inv3566,P3541,S619,20
Inv3567,P1544,S290,9
Inv3568,P5196,S253,34
Inv3569,P3864,S672,95
Inv3570,P5996,S561,55
Inv3571,P4179,S473,38
Inv3572,P7918,S758,12
Inv3573,P8387,S588,61
Inv3574,P4384,S215,28
Inv3575,P5293,S389,94
Inv3576,P6997,S54,25
Inv3577,P2037,S520,7
Inv3578,P2178,S54,48
Inv3579,P5053,S983,88
Inv3580,P2513,S205,91
Inv3581,P7146,S205,80
Inv3582,P8249,S929,0
Inv3583,P2734,S467,86
Inv3584,P7243,S534,96
Inv3585,P1668,S516,20
Inv3586,P4839,S633,97
Inv3587,P6731,S409,100
Inv3588,P2537,S548,96
Inv3589,P6316,S581,27
Inv3590,P1575,S889,11
Inv3591,P8505,S285,15
Inv3592,P8001,S899,30
Inv3593,P5304,S727,18
Inv3594,P8292,S683,50
Inv3595,P7085,S568,31
Inv3596,P8552,S623,49
Inv3597,P8437,S347,28
Inv3598,P9162,S622,22
Inv3599,P3238,S599,14
Inv3600,P7117,S276,91
Inv3601,P4300,S99,76
Inv3602,P4012,S454,18
Inv3603,P9013,S591,83
Inv3604,P1541,S761,74
Inv3605,P5284,S897,1
Inv3606,P6107,S448,84
Inv3607,P2564,S440,20
Inv3608,P9892,S68,63
Inv3609,P6885,S595,2
Inv3610,P3031,S532,40
Inv3611,P9475,S38,58
Inv3612,P8504,S822,91
Inv3613,P6397,S575,69
Inv3614,P1076,S773,45
Inv3615,P3694,S635,11
Inv3616,P4748,S52,57
Inv3617,P9429,S830,27
Inv3618,P5117,S603,95
Inv3619,P1630,S789,43
Inv3620,P4033,S903,100
Inv3621,P2914,S181,1
Inv3622,P8952,S430,19
Inv3623,P4271,S569,5
Inv3624,P4193,S226,18
Inv3625,P1875,S843,84
Inv3626,P3186,S233,37
Inv3627,P4302,S263,27
Inv3628,P5827,S1000,17
Inv3629,P3644,S789,29
Inv3630,P5346,S210,33
Inv3631,P6692,S502,18
Inv3632,P1332,S631,78
Inv3633,P8011,S753,81
Inv3634,P7158,S970,0
Inv3635,P5213,S369,52
Inv3636,P1696,S659,15
Inv3637,P4765,S529,86
Inv3638,P8099,S49,37
Inv3639,P3872,S768,14
Inv3640,P7685,S388,83
Inv3641,P1396,S414,100
Inv3642,P9624,S486,85
Inv3643,P1838,S631,44
Inv3644,P9102,S418,58
Inv3645,P2051,S886,24
Inv3646,P8004,S223,48
Inv3647,P3939,S814,41
Inv3648,P7119,S96,79
Inv3649,P5753,S876,62
Inv3650,P8375,S967,4
Inv3651,P4759,S300,50
Inv3652,P9820,S892,90
Inv3653,P4599,S858,33
Inv3654,P7718,S120,97
Inv3655,P6499,S591,40
Inv3656,P5086,S215,4
Inv3657,P1451,S922,48
Inv3658,P9116,S860,20
Inv3659,P6398,S890,92
Inv3660,P2788,S488,44
Inv3661,P7818,S647,39
Inv3662,P1869,S332,47
Inv3663,P5067,S530,2
Inv3664,P4844,S757,5
Inv3665,P5828,S486,77
Inv3666,P4265,S763,92
Inv3667,P5914,S128,56
Inv3668,P5783,S410,78
Inv3669,P3383,S569,61
Inv3670,P2080,S352,23
Inv3671,P4986,S873,92
Inv3672,P1883,S4,99
Inv3673,P8854,S56,66
Inv3674,P7601,S584,77
Inv3675,P7577,S639,96
Inv3676,P7318,S232,82
Inv3677,P8023,S128,31
Inv3678,P7519,S110,81
Inv3679,P2588,S967,17
Inv3680,P6437,S430,73
Inv3681,P3575,S927,57
Inv3682,P8703,S97,12
Inv3683,P2207,S57,63
Inv3684,P9622,S745,100
Inv3685,P8110,S28,85
Inv3686,P5480,S359,89
Inv3687,P6694,S734,6
Inv3688,P5661,S555,56
Inv3689,P6199,S424,3
Inv3690,P4153,S264,93
Inv3691,P3484,S533,19
Inv3692,P1095,S377,21
Inv3693,P2018,S535,30
Inv3694,P7912,S642,34
Inv3695,P6419,S49,80
Inv3696,P4186,S858,37
Inv3697,P4853,S648,78
Inv3698,P7008,S706,51
Inv3699,P2275,S899,17
Inv3700,P8634,S198,83
Inv3701,P1609,S361,78
Inv3702,P5587,S360,34
Inv3703,P5832,S994,74
Inv3704,P9505,S121,9
Inv3705,P4567,S285,100
Inv3706,P2223,S838,54
Inv3707,P8309,S599,36
Inv3708,P6340,S649,19
Inv3709,P1024,S98,14
Inv3710,P5532,S247,35
Inv3711,P6155,S615,51
Inv3712,P5015,S382,28
Inv3713,P2747,S401,62
Inv3714,P1565,S679,1
Inv3715,P2846,S511,14
Inv3716,P5428,S392,91
Inv3717,P6910,S224,27
Inv3718,P4958,S914,88
Inv3719,P3088,S715,30
Inv3720,P6109,S733,45
Inv3721,P1404,S981,4
Inv3722,P3914,S845,1
Inv3723,P7558,S377,22
Inv3724,P4857,S329,51
Inv3725,P4508,S638,7
Inv3726,P9748,S925,81
Inv3727,P2922,S17,32
Inv3728,P1555,S123,13
Inv3729,P2753,S383,82
Inv3730,P7404,S176,19
Inv3731,P6364,S771,9
Inv3732,P3432,S555,92
Inv3733,P3056,S30,68
Inv3734,P8542,S815,39
Inv3735,P8086,S430,79
Inv3736,P9163,S307,19
Inv3737,P1867,S402,85
Inv3738,P4891,S826,44
Inv3739,P8585,S917,88
Inv3740,P9032,S681,47
Inv3741,P4346,S844,51
Inv3742,P4171,S143,12
Inv3743,P3887,S939,9
Inv3744,P5328,S406,67
Inv3745,P6990,S435,43
Inv3746,P2901,S287,97
Inv3747,P9460,S85,49
Inv3748,P2606,S492,17
Inv3749,P3110,S967,19
Inv3750,P6555,S208,4
Inv3751,P3688,S384,25
Inv3752,P1969,S674,83
Inv3753,P7741,S750,81
Inv3754,P1863,S844,89
Inv3755,P5112,S574,23
Inv3756,P1329,S407,61
Inv3757,P5030,S805,37
Inv3758,P6543,S85,46
Inv3759,P8235,S670,80
Inv3760,P7525,S44,63
Inv3761,P9546,S338,86
Inv3762,P4233,S658,55
Inv3763,P3065,S327,57
Inv3764,P8211,S794,1
Inv3765,P3999,S214,27
Inv3766,P1106,S609,15
Inv3767,P5044,S329,95
Inv3768,P6029,S658,30
Inv3769,P5754,S868,99
Inv3770,P2368,S44,7
Inv3771,P1489,S210,14
Inv3772,P7139,S390,85
Inv3773,P5240,S88,88
Inv3774,P4295,S832,13
Inv3775,P5609,S814,63
Inv3776,P8274,S209,0
Inv3777,P4448,S990,18
Inv3778,P5356,S879,1
Inv3779,P6987,S106,12
Inv3780,P9051,S971,24
Inv3781,P9173,S273,21
Inv3782,P7573,S73,17
Inv3783,P3700,S841,40
Inv3784,P7391,S897,10
Inv3785,P3226,S490,95
Inv3786,P6025,S17,48
Inv3787,P6019,S85,77
Inv3788,P5296,S830,66
Inv3789,P5336,S361,44
Inv3790,P8759,S635,9
